nominal	data	curs	cdx
1	2000.03.21	28,3900	Доллар США
1	2000.03.22	28,3800	Доллар США
1	2000.03.23	28,3600	Доллар США
1	2000.03.24	28,3400	Доллар США
1	2000.03.25	28,3300	Доллар США
1	2000.03.28	28,3100	Доллар США
1	2000.03.29	28,2900	Доллар США
1	2000.03.30	28,2700	Доллар США
1	2000.03.31	28,4600	Доллар США
1	2000.04.01	28,6000	Доллар США
1	2000.04.04	28,7800	Доллар США
1	2000.04.05	28,7600	Доллар США
1	2000.04.06	28,7200	Доллар США
1	2000.04.07	28,6800	Доллар США
1	2000.04.08	28,6600	Доллар США
1	2000.04.11	28,6300	Доллар США
1	2000.04.12	28,5900	Доллар США
1	2000.04.13	28,5600	Доллар США
1	2000.04.14	28,5300	Доллар США
1	2000.04.15	28,5000	Доллар США
1	2000.04.18	28,6000	Доллар США
1	2000.04.19	28,7800	Доллар США
1	2000.04.20	28,6200	Доллар США
1	2000.04.21	28,5900	Доллар США
1	2000.04.22	28,5500	Доллар США
1	2000.04.25	28,5300	Доллар США
1	2000.04.26	28,5300	Доллар США
1	2000.04.27	28,4600	Доллар США
1	2000.04.28	28,4300	Доллар США
1	2000.04.29	28,4000	Доллар США
1	2000.05.04	28,3800	Доллар США
1	2000.05.05	28,3600	Доллар США
1	2000.05.06	28,3600	Доллар США
1	2000.05.07	28,3600	Доллар США
1	2000.05.11	28,3400	Доллар США
1	2000.05.12	28,3200	Доллар США
1	2000.05.13	28,3000	Доллар США
1	2000.05.16	28,2800	Доллар США
1	2000.05.17	28,2700	Доллар США
1	2000.05.18	28,2700	Доллар США
1	2000.05.19	28,3300	Доллар США
1	2000.05.20	28,3100	Доллар США
1	2000.05.23	28,3000	Доллар США
1	2000.05.24	28,2900	Доллар США
1	2000.05.25	28,2800	Доллар США
1	2000.05.26	28,2800	Доллар США
1	2000.05.27	28,2700	Доллар США
1	2000.05.30	28,2700	Доллар США
1	2000.05.31	28,2500	Доллар США
1	2000.06.01	28,2300	Доллар США
1	2000.06.02	28,2500	Доллар США
1	2000.06.03	28,3400	Доллар США
1	2000.06.06	28,3400	Доллар США
1	2000.06.07	28,3200	Доллар США
1	2000.06.08	28,3000	Доллар США
1	2000.06.09	28,2700	Доллар США
1	2000.06.10	28,2500	Доллар США
1	2000.06.14	28,4300	Доллар США
1	2000.06.15	28,3300	Доллар США
1	2000.06.16	28,2900	Доллар США
1	2000.06.17	28,2600	Доллар США
1	2000.06.20	28,2400	Доллар США
1	2000.06.21	28,2300	Доллар США
1	2000.06.22	28,2200	Доллар США
1	2000.06.23	28,1900	Доллар США
1	2000.06.24	28,1700	Доллар США
1	2000.06.27	28,1300	Доллар США
1	2000.06.28	28,1100	Доллар США
1	2000.06.29	28,0900	Доллар США
1	2000.06.30	28,0700	Доллар США
1	2000.07.01	28,0500	Доллар США
1	2000.07.04	28,0300	Доллар США
1	2000.07.05	28,0300	Доллар США
1	2000.07.06	28,0300	Доллар США
1	2000.07.07	28,0100	Доллар США
1	2000.07.08	27,9900	Доллар США
1	2000.07.11	27,9700	Доллар США
1	2000.07.12	27,9200	Доллар США
1	2000.07.13	27,9000	Доллар США
1	2000.07.14	27,8700	Доллар США
1	2000.07.15	27,8500	Доллар США
1	2000.07.18	27,8300	Доллар США
1	2000.07.19	27,8100	Доллар США
1	2000.07.20	27,7500	Доллар США
1	2000.07.21	27,6600	Доллар США
1	2000.07.22	27,6400	Доллар США
1	2000.07.25	27,6400	Доллар США
1	2000.07.26	27,6400	Доллар США
1	2000.07.27	27,6400	Доллар США
1	2000.07.28	27,7000	Доллар США
1	2000.07.29	27,8000	Доллар США
1	2000.08.01	27,8200	Доллар США
1	2000.08.02	27,8500	Доллар США
1	2000.08.03	27,8300	Доллар США
1	2000.08.04	27,8000	Доллар США
1	2000.08.05	27,7700	Доллар США
1	2000.08.08	27,7300	Доллар США
1	2000.08.09	27,7300	Доллар США
1	2000.08.10	27,7000	Доллар США
1	2000.08.11	27,7000	Доллар США
1	2000.08.12	27,6900	Доллар США
1	2000.08.15	27,6900	Доллар США
1	2000.08.16	27,7400	Доллар США
1	2000.08.17	27,7300	Доллар США
1	2000.08.18	27,7300	Доллар США
1	2000.08.19	27,7300	Доллар США
1	2000.08.22	27,7100	Доллар США
1	2000.08.23	27,7100	Доллар США
1	2000.08.24	27,7100	Доллар США
1	2000.08.25	27,7000	Доллар США
1	2000.08.26	27,7000	Доллар США
1	2000.08.29	27,7000	Доллар США
1	2000.08.30	27,7500	Доллар США
1	2000.08.31	27,7500	Доллар США
1	2000.09.01	27,7500	Доллар США
1	2000.09.02	27,7500	Доллар США
1	2000.09.05	27,7500	Доллар США
1	2000.09.06	27,8400	Доллар США
1	2000.09.07	27,8800	Доллар США
1	2000.09.08	27,8400	Доллар США
1	2000.09.09	27,8600	Доллар США
1	2000.09.12	27,8400	Доллар США
1	2000.09.13	27,8200	Доллар США
1	2000.09.14	27,8200	Доллар США
1	2000.09.15	27,7800	Доллар США
1	2000.09.16	27,7300	Доллар США
1	2000.09.19	27,7300	Доллар США
1	2000.09.20	27,7700	Доллар США
1	2000.09.21	27,8200	Доллар США
1	2000.09.22	27,8200	Доллар США
1	2000.09.23	27,7900	Доллар США
1	2000.09.26	27,8500	Доллар США
1	2000.09.27	27,8200	Доллар США
1	2000.09.28	27,8100	Доллар США
1	2000.09.29	27,7500	Доллар США
1	2000.09.30	27,7500	Доллар США
1	2000.10.03	27,7600	Доллар США
1	2000.10.04	27,7600	Доллар США
1	2000.10.05	27,8100	Доллар США
1	2000.10.06	27,8600	Доллар США
1	2000.10.07	27,8800	Доллар США
1	2000.10.10	27,8800	Доллар США
1	2000.10.11	27,9400	Доллар США
1	2000.10.12	27,8600	Доллар США
1	2000.10.13	27,9100	Доллар США
1	2000.10.14	27,9000	Доллар США
1	2000.10.17	27,8300	Доллар США
1	2000.10.18	27,8000	Доллар США
1	2000.10.19	27,8700	Доллар США
1	2000.10.20	27,9300	Доллар США
1	2000.10.21	27,9300	Доллар США
1	2000.10.24	27,9300	Доллар США
1	2000.10.25	27,9100	Доллар США
1	2000.10.26	27,8700	Доллар США
1	2000.10.27	27,9200	Доллар США
1	2000.10.28	27,8900	Доллар США
1	2000.10.31	27,8300	Доллар США
1	2000.11.01	27,8200	Доллар США
1	2000.11.02	27,8600	Доллар США
1	2000.11.03	27,8400	Доллар США
1	2000.11.04	27,8100	Доллар США
1	2000.11.05	27,8100	Доллар США
1	2000.11.09	27,7900	Доллар США
1	2000.11.10	27,7200	Доллар США
1	2000.11.11	27,7800	Доллар США
1	2000.11.14	27,7700	Доллар США
1	2000.11.15	27,7000	Доллар США
1	2000.11.16	27,6700	Доллар США
1	2000.11.17	27,7600	Доллар США
1	2000.11.18	27,8100	Доллар США
1	2000.11.21	27,8300	Доллар США
1	2000.11.22	27,8300	Доллар США
1	2000.11.23	27,8500	Доллар США
1	2000.11.24	27,8500	Доллар США
1	2000.11.25	27,8800	Доллар США
1	2000.11.28	27,8600	Доллар США
1	2000.11.29	27,8600	Доллар США
1	2000.11.30	27,8500	Доллар США
1	2000.12.01	27,8900	Доллар США
1	2000.12.02	27,8900	Доллар США
1	2000.12.05	27,9100	Доллар США
1	2000.12.06	27,9500	Доллар США
1	2000.12.07	27,9300	Доллар США
1	2000.12.08	27,9300	Доллар США
1	2000.12.09	27,9500	Доллар США
1	2000.12.10	27,9500	Доллар США
1	2000.12.14	27,9700	Доллар США
1	2000.12.15	27,9200	Доллар США
1	2000.12.16	27,9700	Доллар США
1	2000.12.19	27,9500	Доллар США
1	2000.12.20	27,9500	Доллар США
1	2000.12.21	27,9600	Доллар США
1	2000.12.22	27,9600	Доллар США
1	2000.12.23	27,9700	Доллар США
1	2000.12.26	27,9700	Доллар США
1	2000.12.27	28,0700	Доллар США
1	2000.12.28	28,1600	Доллар США
1	2000.12.29	28,1600	Доллар США
1	2000.12.30	28,1600	Доллар США
1	2001.01.04	28,1600	Доллар США
1	2001.01.05	28,4800	Доллар США
1	2001.01.06	28,4300	Доллар США
1	2001.01.10	28,3900	Доллар США
1	2001.01.11	28,3800	Доллар США
1	2001.01.12	28,3900	Доллар США
1	2001.01.13	28,3500	Доллар США
1	2001.01.16	28,3500	Доллар США
1	2001.01.17	28,3200	Доллар США
1	2001.01.18	28,3900	Доллар США
1	2001.01.19	28,3600	Доллар США
1	2001.01.20	28,3400	Доллар США
1	2001.01.23	28,3700	Доллар США
1	2001.01.24	28,3900	Доллар США
1	2001.01.25	28,3900	Доллар США
1	2001.01.26	28,4000	Доллар США
1	2001.01.27	28,3600	Доллар США
1	2001.01.30	28,3600	Доллар США
1	2001.01.31	28,3700	Доллар США
1	2001.02.01	28,4000	Доллар США
1	2001.02.02	28,4400	Доллар США
1	2001.02.03	28,4500	Доллар США
1	2001.02.06	28,4400	Доллар США
1	2001.02.07	28,4500	Доллар США
1	2001.02.08	28,4700	Доллар США
1	2001.02.09	28,5000	Доллар США
1	2001.02.10	28,5900	Доллар США
1	2001.02.13	28,6800	Доллар США
1	2001.02.14	28,6800	Доллар США
1	2001.02.15	28,6700	Доллар США
1	2001.02.16	28,6800	Доллар США
1	2001.02.17	28,6600	Доллар США
1	2001.02.20	28,6600	Доллар США
1	2001.02.21	28,6900	Доллар США
1	2001.02.22	28,6500	Доллар США
1	2001.02.23	28,6100	Доллар США
1	2001.02.24	28,6800	Доллар США
1	2001.02.27	28,7600	Доллар США
1	2001.02.28	28,7200	Доллар США
1	2001.03.01	28,6200	Доллар США
1	2001.03.02	28,6200	Доллар США
1	2001.03.03	28,6500	Доллар США
1	2001.03.06	28,6600	Доллар США
1	2001.03.07	28,6300	Доллар США
1	2001.03.08	28,6200	Доллар США
1	2001.03.12	28,6200	Доллар США
1	2001.03.13	28,6700	Доллар США
1	2001.03.14	28,6500	Доллар США
1	2001.03.15	28,6600	Доллар США
1	2001.03.16	28,6600	Доллар США
1	2001.03.17	28,6600	Доллар США
1	2001.03.20	28,6500	Доллар США
1	2001.03.21	28,6200	Доллар США
1	2001.03.22	28,6500	Доллар США
1	2001.03.23	28,7600	Доллар США
1	2001.03.24	28,7600	Доллар США
1	2001.03.27	28,7600	Доллар США
1	2001.03.28	28,7300	Доллар США
1	2001.03.29	28,7600	Доллар США
1	2001.03.30	28,7600	Доллар США
1	2001.03.31	28,7400	Доллар США
1	2001.04.03	28,7700	Доллар США
1	2001.04.04	28,8600	Доллар США
1	2001.04.05	28,8600	Доллар США
1	2001.04.06	28,8600	Доллар США
1	2001.04.07	28,8600	Доллар США
1	2001.04.10	28,8400	Доллар США
1	2001.04.11	28,7900	Доллар США
1	2001.04.12	28,8700	Доллар США
1	2001.04.13	28,8600	Доллар США
1	2001.04.14	28,8200	Доллар США
1	2001.04.17	28,8500	Доллар США
1	2001.04.18	28,8600	Доллар США
1	2001.04.19	28,8700	Доллар США
1	2001.04.20	28,9000	Доллар США
1	2001.04.21	28,8800	Доллар США
1	2001.04.24	28,8400	Доллар США
1	2001.04.25	28,8500	Доллар США
1	2001.04.26	28,9000	Доллар США
1	2001.04.27	28,8600	Доллар США
1	2001.04.28	28,8300	Доллар США
1	2001.04.29	28,8300	Доллар США
1	2001.05.04	28,8800	Доллар США
1	2001.05.05	28,9600	Доллар США
1	2001.05.08	28,9600	Доллар США
1	2001.05.09	28,9600	Доллар США
1	2001.05.11	28,9500	Доллар США
1	2001.05.12	28,9600	Доллар США
1	2001.05.15	28,9900	Доллар США
1	2001.05.16	29,0400	Доллар США
1	2001.05.17	29,0200	Доллар США
1	2001.05.18	29,0700	Доллар США
1	2001.05.19	29,0900	Доллар США
1	2001.05.22	29,0900	Доллар США
1	2001.05.23	29,0800	Доллар США
1	2001.05.24	29,0700	Доллар США
1	2001.05.25	29,0800	Доллар США
1	2001.05.26	29,0700	Доллар США
1	2001.05.29	29,0700	Доллар США
1	2001.05.30	29,1000	Доллар США
1	2001.05.31	29,0900	Доллар США
1	2001.06.01	29,1400	Доллар США
1	2001.06.02	29,1500	Доллар США
1	2001.06.05	29,1600	Доллар США
1	2001.06.06	29,1600	Доллар США
1	2001.06.07	29,1600	Доллар США
1	2001.06.08	29,1600	Доллар США
1	2001.06.09	29,1300	Доллар США
1	2001.06.10	29,1300	Доллар США
1	2001.06.14	29,1200	Доллар США
1	2001.06.15	29,0800	Доллар США
1	2001.06.16	29,0700	Доллар США
1	2001.06.19	29,0500	Доллар США
1	2001.06.20	29,0900	Доллар США
1	2001.06.21	29,1400	Доллар США
1	2001.06.22	29,0800	Доллар США
1	2001.06.23	29,1000	Доллар США
1	2001.06.26	29,1000	Доллар США
1	2001.06.27	29,0900	Доллар США
1	2001.06.28	29,1200	Доллар США
1	2001.06.29	29,1100	Доллар США
1	2001.06.30	29,0700	Доллар США
1	2001.07.03	29,1600	Доллар США
1	2001.07.04	29,1800	Доллар США
1	2001.07.05	29,1800	Доллар США
1	2001.07.06	29,1700	Доллар США
1	2001.07.07	29,1700	Доллар США
1	2001.07.10	29,2200	Доллар США
1	2001.07.11	29,2300	Доллар США
1	2001.07.12	29,2000	Доллар США
1	2001.07.13	29,2100	Доллар США
1	2001.07.14	29,2000	Доллар США
1	2001.07.17	29,2300	Доллар США
1	2001.07.18	29,2100	Доллар США
1	2001.07.19	29,2400	Доллар США
1	2001.07.20	29,2700	Доллар США
1	2001.07.21	29,2800	Доллар США
1	2001.07.24	29,2500	Доллар США
1	2001.07.25	29,2800	Доллар США
1	2001.07.26	29,2500	Доллар США
1	2001.07.27	29,2300	Доллар США
1	2001.07.28	29,2500	Доллар США
1	2001.07.31	29,2700	Доллар США
1	2001.08.01	29,3200	Доллар США
1	2001.08.02	29,3000	Доллар США
1	2001.08.03	29,3300	Доллар США
1	2001.08.04	29,3600	Доллар США
1	2001.08.07	29,3400	Доллар США
1	2001.08.08	29,3100	Доллар США
1	2001.08.09	29,3100	Доллар США
1	2001.08.10	29,3400	Доллар США
1	2001.08.11	29,3400	Доллар США
1	2001.08.14	29,3100	Доллар США
1	2001.08.15	29,3300	Доллар США
1	2001.08.16	29,3400	Доллар США
1	2001.08.17	29,3500	Доллар США
1	2001.08.18	29,3600	Доллар США
1	2001.08.21	29,3700	Доллар США
1	2001.08.22	29,3500	Доллар США
1	2001.08.23	29,3500	Доллар США
1	2001.08.24	29,3700	Доллар США
1	2001.08.25	29,3700	Доллар США
1	2001.08.28	29,3500	Доллар США
1	2001.08.29	29,3600	Доллар США
1	2001.08.30	29,3600	Доллар США
1	2001.08.31	29,3700	Доллар США
1	2001.09.01	29,4100	Доллар США
1	2001.09.04	29,4100	Доллар США
1	2001.09.05	29,4500	Доллар США
1	2001.09.06	29,4500	Доллар США
1	2001.09.07	29,4500	Доллар США
1	2001.09.08	29,4300	Доллар США
1	2001.09.11	29,4300	Доллар США
1	2001.09.12	29,4400	Доллар США
1	2001.09.13	29,4500	Доллар США
1	2001.09.14	29,4700	Доллар США
1	2001.09.15	29,4500	Доллар США
1	2001.09.18	29,4400	Доллар США
1	2001.09.19	29,4300	Доллар США
1	2001.09.20	29,4500	Доллар США
1	2001.09.21	29,4300	Доллар США
1	2001.09.22	29,4000	Доллар США
1	2001.09.25	29,4200	Доллар США
1	2001.09.26	29,4300	Доллар США
1	2001.09.27	29,4000	Доллар США
1	2001.09.28	29,4000	Доллар США
1	2001.09.29	29,3900	Доллар США
1	2001.10.02	29,4300	Доллар США
1	2001.10.03	29,4500	Доллар США
1	2001.10.04	29,4800	Доллар США
1	2001.10.05	29,5000	Доллар США
1	2001.10.06	29,5200	Доллар США
1	2001.10.09	29,5200	Доллар США
1	2001.10.10	29,5200	Доллар США
1	2001.10.11	29,5000	Доллар США
1	2001.10.12	29,5300	Доллар США
1	2001.10.13	29,5000	Доллар США
1	2001.10.16	29,5100	Доллар США
1	2001.10.17	29,4900	Доллар США
1	2001.10.18	29,5400	Доллар США
1	2001.10.19	29,5500	Доллар США
1	2001.10.20	29,5500	Доллар США
1	2001.10.23	29,5400	Доллар США
1	2001.10.24	29,5400	Доллар США
1	2001.10.25	29,5700	Доллар США
1	2001.10.26	29,5900	Доллар США
1	2001.10.27	29,6300	Доллар США
1	2001.10.30	29,6800	Доллар США
1	2001.10.31	29,7000	Доллар США
1	2001.11.01	29,6800	Доллар США
1	2001.11.02	29,7000	Доллар США
1	2001.11.03	29,7300	Доллар США
1	2001.11.06	29,7400	Доллар США
1	2001.11.07	29,6800	Доллар США
1	2001.11.09	29,6800	Доллар США
1	2001.11.10	29,7100	Доллар США
1	2001.11.13	29,7100	Доллар США
1	2001.11.14	29,7200	Доллар США
1	2001.11.15	29,7200	Доллар США
1	2001.11.16	29,7600	Доллар США
1	2001.11.17	29,7800	Доллар США
1	2001.11.20	29,8000	Доллар США
1	2001.11.21	29,9100	Доллар США
1	2001.11.22	29,9000	Доллар США
1	2001.11.23	29,9000	Доллар США
1	2001.11.24	29,9300	Доллар США
1	2001.11.27	29,9300	Доллар США
1	2001.11.28	29,9300	Доллар США
1	2001.11.29	29,9300	Доллар США
1	2001.11.30	29,9000	Доллар США
1	2001.12.01	29,9000	Доллар США
1	2001.12.04	29,9300	Доллар США
1	2001.12.05	29,9300	Доллар США
1	2001.12.06	29,9400	Доллар США
1	2001.12.07	29,9200	Доллар США
1	2001.12.08	29,9500	Доллар США
1	2001.12.11	30,0900	Доллар США
1	2001.12.12	30,0800	Доллар США
1	2001.12.14	30,1900	Доллар США
1	2001.12.15	30,1800	Доллар США
1	2001.12.18	30,3000	Доллар США
1	2001.12.19	30,2800	Доллар США
1	2001.12.20	30,2800	Доллар США
1	2001.12.21	30,2600	Доллар США
1	2001.12.22	30,0800	Доллар США
1	2001.12.25	30,1200	Доллар США
1	2001.12.26	30,1200	Доллар США
1	2001.12.27	30,2100	Доллар США
1	2001.12.28	30,1400	Доллар США
1	2002.01.01	30,1372	Доллар США
1	2002.01.04	30,1372	Доллар США
1	2002.01.05	30,1372	Доллар США
1	2002.01.09	30,1372	Доллар США
1	2002.01.10	30,5753	Доллар США
1	2002.01.11	30,4999	Доллар США
1	2002.01.12	30,4399	Доллар США
1	2002.01.15	30,4491	Доллар США
1	2002.01.16	30,4751	Доллар США
1	2002.01.17	30,4778	Доллар США
1	2002.01.18	30,5798	Доллар США
1	2002.01.19	30,5788	Доллар США
1	2002.01.22	30,5788	Доллар США
1	2002.01.23	30,5572	Доллар США
1	2002.01.24	30,5596	Доллар США
1	2002.01.25	30,5380	Доллар США
1	2002.01.26	30,5949	Доллар США
1	2002.01.29	30,6623	Доллар США
1	2002.01.30	30,6540	Доллар США
1	2002.01.31	30,6850	Доллар США
1	2002.02.01	30,6797	Доллар США
1	2002.02.02	30,6827	Доллар США
1	2002.02.05	30,7299	Доллар США
1	2002.02.06	30,7246	Доллар США
1	2002.02.07	30,7318	Доллар США
1	2002.02.08	30,7236	Доллар США
1	2002.02.09	30,7644	Доллар США
1	2002.02.12	30,8163	Доллар США
1	2002.02.13	30,8421	Доллар США
1	2002.02.14	30,8438	Доллар США
1	2002.02.15	30,8281	Доллар США
1	2002.02.16	30,8206	Доллар США
1	2002.02.19	30,8206	Доллар США
1	2002.02.20	30,8949	Доллар США
1	2002.02.21	30,8840	Доллар США
1	2002.02.22	30,8580	Доллар США
1	2002.02.23	30,8409	Доллар США
1	2002.02.27	30,8949	Доллар США
1	2002.02.28	30,9274	Доллар США
1	2002.03.01	30,9404	Доллар США
1	2002.03.02	30,9436	Доллар США
1	2002.03.05	30,9949	Доллар США
1	2002.03.06	30,9909	Доллар США
1	2002.03.07	30,9946	Доллар США
1	2002.03.08	30,9946	Доллар США
1	2002.03.12	31,0632	Доллар США
1	2002.03.13	31,0545	Доллар США
1	2002.03.14	31,0758	Доллар США
1	2002.03.15	31,0237	Доллар США
1	2002.03.16	31,0710	Доллар США
1	2002.03.19	31,1119	Доллар США
1	2002.03.20	31,1248	Доллар США
1	2002.03.21	31,1325	Доллар США
1	2002.03.22	31,1276	Доллар США
1	2002.03.23	31,1168	Доллар США
1	2002.03.26	31,1510	Доллар США
1	2002.03.27	31,1353	Доллар США
1	2002.03.28	31,1147	Доллар США
1	2002.03.29	31,0686	Доллар США
1	2002.03.30	31,1192	Доллар США
1	2002.04.02	31,1741	Доллар США
1	2002.04.03	31,1733	Доллар США
1	2002.04.04	31,1933	Доллар США
1	2002.04.05	31,1840	Доллар США
1	2002.04.06	31,1820	Доллар США
1	2002.04.09	31,1893	Доллар США
1	2002.04.10	31,1644	Доллар США
1	2002.04.11	31,1679	Доллар США
1	2002.04.12	31,1982	Доллар США
1	2002.04.13	31,1734	Доллар США
1	2002.04.16	31,1522	Доллар США
1	2002.04.17	31,1498	Доллар США
1	2002.04.18	31,1517	Доллар США
1	2002.04.19	31,1649	Доллар США
1	2002.04.20	31,1711	Доллар США
1	2002.04.23	31,1516	Доллар США
1	2002.04.24	31,1498	Доллар США
1	2002.04.25	31,1579	Доллар США
1	2002.04.26	31,1783	Доллар США
1	2002.04.27	31,1977	Доллар США
1	2002.04.28	31,1977	Доллар США
1	2002.04.30	31,1963	Доллар США
1	2002.05.01	31,1951	Доллар США
1	2002.05.07	31,1967	Доллар США
1	2002.05.08	31,1951	Доллар США
1	2002.05.09	31,2119	Доллар США
1	2002.05.14	31,2471	Доллар США
1	2002.05.15	31,2453	Доллар США
1	2002.05.16	31,2468	Доллар США
1	2002.05.17	31,2554	Доллар США
1	2002.05.18	31,2553	Доллар США
1	2002.05.19	31,2553	Доллар США
1	2002.05.21	31,2551	Доллар США
1	2002.05.22	31,2550	Доллар США
1	2002.05.23	31,2652	Доллар США
1	2002.05.24	31,2750	Доллар США
1	2002.05.25	31,2850	Доллар США
1	2002.05.28	31,2850	Доллар США
1	2002.05.29	31,3043	Доллар США
1	2002.05.30	31,3071	Доллар США
1	2002.05.31	31,3071	Доллар США
1	2002.06.01	31,3058	Доллар США
1	2002.06.04	31,3136	Доллар США
1	2002.06.05	31,3272	Доллар США
1	2002.06.06	31,3521	Доллар США
1	2002.06.07	31,3924	Доллар США
1	2002.06.08	31,3970	Доллар США
1	2002.06.11	31,4046	Доллар США
1	2002.06.12	31,3928	Доллар США
1	2002.06.14	31,3958	Доллар США
1	2002.06.15	31,3965	Доллар США
1	2002.06.18	31,3903	Доллар США
1	2002.06.19	31,4115	Доллар США
1	2002.06.20	31,4337	Доллар США
1	2002.06.21	31,4370	Доллар США
1	2002.06.22	31,4531	Доллар США
1	2002.06.25	31,4725	Доллар США
1	2002.06.26	31,4758	Доллар США
1	2002.06.27	31,4608	Доллар США
1	2002.06.28	31,4390	Доллар США
1	2002.06.29	31,4471	Доллар США
1	2002.07.02	31,5002	Доллар США
1	2002.07.03	31,5124	Доллар США
1	2002.07.04	31,5128	Доллар США
1	2002.07.05	31,5128	Доллар США
1	2002.07.06	31,5156	Доллар США
1	2002.07.09	31,5300	Доллар США
1	2002.07.10	31,5533	Доллар США
1	2002.07.11	31,5476	Доллар США
1	2002.07.12	31,5437	Доллар США
1	2002.07.13	31,5555	Доллар США
1	2002.07.16	31,4948	Доллар США
1	2002.07.17	31,4779	Доллар США
1	2002.07.18	31,5395	Доллар США
1	2002.07.19	31,5394	Доллар США
1	2002.07.20	31,5332	Доллар США
1	2002.07.23	31,5056	Доллар США
1	2002.07.24	31,5015	Доллар США
1	2002.07.25	31,5035	Доллар США
1	2002.07.26	31,5333	Доллар США
1	2002.07.27	31,5069	Доллар США
1	2002.07.30	31,4701	Доллар США
1	2002.07.31	31,4401	Доллар США
1	2002.08.01	31,4568	Доллар США
1	2002.08.02	31,5238	Доллар США
1	2002.08.03	31,5502	Доллар США
1	2002.08.06	31,5409	Доллар США
1	2002.08.07	31,5324	Доллар США
1	2002.08.08	31,5542	Доллар США
1	2002.08.09	31,5581	Доллар США
1	2002.08.10	31,5828	Доллар США
1	2002.08.13	31,5612	Доллар США
1	2002.08.14	31,5321	Доллар США
1	2002.08.15	31,5405	Доллар США
1	2002.08.16	31,5608	Доллар США
1	2002.08.17	31,5668	Доллар США
1	2002.08.20	31,5550	Доллар США
1	2002.08.21	31,5650	Доллар США
1	2002.08.22	31,5735	Доллар США
1	2002.08.23	31,5711	Доллар США
1	2002.08.24	31,5725	Доллар США
1	2002.08.27	31,5803	Доллар США
1	2002.08.28	31,5542	Доллар США
1	2002.08.29	31,5752	Доллар США
1	2002.08.30	31,5744	Доллар США
1	2002.08.31	31,5673	Доллар США
1	2002.09.03	31,5673	Доллар США
1	2002.09.04	31,6053	Доллар США
1	2002.09.05	31,6117	Доллар США
1	2002.09.06	31,6113	Доллар США
1	2002.09.07	31,6123	Доллар США
1	2002.09.10	31,6268	Доллар США
1	2002.09.11	31,6302	Доллар США
1	2002.09.12	31,6409	Доллар США
1	2002.09.13	31,6493	Доллар США
1	2002.09.14	31,6415	Доллар США
1	2002.09.17	31,6297	Доллар США
1	2002.09.18	31,6244	Доллар США
1	2002.09.19	31,6251	Доллар США
1	2002.09.20	31,6425	Доллар США
1	2002.09.21	31,6379	Доллар США
1	2002.09.24	31,6325	Доллар США
1	2002.09.25	31,6354	Доллар США
1	2002.09.26	31,6382	Доллар США
1	2002.09.27	31,6350	Доллар США
1	2002.09.28	31,6358	Доллар США
1	2002.10.01	31,6827	Доллар США
1	2002.10.02	31,6919	Доллар США
1	2002.10.03	31,6982	Доллар США
1	2002.10.04	31,6809	Доллар США
1	2002.10.05	31,6800	Доллар США
1	2002.10.08	31,6795	Доллар США
1	2002.10.09	31,6799	Доллар США
1	2002.10.10	31,6803	Доллар США
1	2002.10.11	31,6685	Доллар США
1	2002.10.12	31,6703	Доллар США
1	2002.10.15	31,6703	Доллар США
1	2002.10.16	31,6762	Доллар США
1	2002.10.17	31,6767	Доллар США
1	2002.10.18	31,6761	Доллар США
1	2002.10.19	31,6727	Доллар США
1	2002.10.22	31,6973	Доллар США
1	2002.10.23	31,7272	Доллар США
1	2002.10.24	31,7159	Доллар США
1	2002.10.25	31,7109	Доллар США
1	2002.10.26	31,7314	Доллар США
1	2002.10.29	31,7411	Доллар США
1	2002.10.30	31,6977	Доллар США
1	2002.10.31	31,7408	Доллар США
1	2002.11.01	31,7701	Доллар США
1	2002.11.02	31,7646	Доллар США
1	2002.11.05	31,7744	Доллар США
1	2002.11.06	31,7909	Доллар США
1	2002.11.07	31,7756	Доллар США
1	2002.11.11	31,7756	Доллар США
1	2002.11.12	31,7756	Доллар США
1	2002.11.13	31,8226	Доллар США
1	2002.11.14	31,8157	Доллар США
1	2002.11.15	31,8203	Доллар США
1	2002.11.16	31,8225	Доллар США
1	2002.11.19	31,8231	Доллар США
1	2002.11.20	31,8224	Доллар США
1	2002.11.21	31,8230	Доллар США
1	2002.11.22	31,8248	Доллар США
1	2002.11.23	31,8222	Доллар США
1	2002.11.26	31,8416	Доллар США
1	2002.11.27	31,8382	Доллар США
1	2002.11.28	31,8400	Доллар США
1	2002.11.29	31,8400	Доллар США
1	2002.11.30	31,8424	Доллар США
1	2002.12.03	31,8547	Доллар США
1	2002.12.04	31,8584	Доллар США
1	2002.12.05	31,8596	Доллар США
1	2002.12.06	31,8578	Доллар США
1	2002.12.07	31,8600	Доллар США
1	2002.12.10	31,8597	Доллар США
1	2002.12.11	31,8583	Доллар США
1	2002.12.12	31,8600	Доллар США
1	2002.12.16	31,8600	Доллар США
1	2002.12.17	31,8527	Доллар США
1	2002.12.18	31,8588	Доллар США
1	2002.12.19	31,8574	Доллар США
1	2002.12.20	31,8542	Доллар США
1	2002.12.21	31,8450	Доллар США
1	2002.12.24	31,7966	Доллар США
1	2002.12.25	31,7919	Доллар США
1	2002.12.26	31,7919	Доллар США
1	2002.12.27	31,7910	Доллар США
1	2002.12.28	31,7844	Доллар США
1	2002.12.31	31,7844	Доллар США
1	2003.01.01	31,7844	Доллар США
